manuscript,plate,frag,side,label,publication,publication_number,image_identifier,image_url
4Q171,600,12,recto,Full Spectrum Color-Recto,Allegro 1968. DJD 5: 42-50.,$,8b8c3e3eb8e50dbad6fa81260c4f5f826c57ee675950dc07b1525110b8959470,https://iaa.iiifhosting.com/iiif/8b8c3e3eb8e50dbad6fa81260c4f5f826c57ee675950dc07b1525110b8959470
4Q171,600,12,recto,Near Infra-Red (NIR) -Recto,Allegro 1968. DJD 5: 42-50.,$,dede6fd6633bc35ec6b65690ef499e8f2b1772d5b687d340c3a2d01cd7ed2e3c,https://iaa.iiifhosting.com/iiif/dede6fd6633bc35ec6b65690ef499e8f2b1772d5b687d340c3a2d01cd7ed2e3c
4Q171,600,12,verso,Full Spectrum Color-Verso,Allegro 1968. DJD 5: 42-50.,$,f52550942fcecc96dc76c19b1f4830959d195460a6c99993aef5e7a351e9a431,https://iaa.iiifhosting.com/iiif/f52550942fcecc96dc76c19b1f4830959d195460a6c99993aef5e7a351e9a431
4Q171,600,12,verso,Near Infra-Red (NIR) -Verso,Allegro 1968. DJD 5: 42-50.,$,d092af6b2a18326d17531ecf484ef056d51f76e4ddca5d59ce279ffff1be5eef,https://iaa.iiifhosting.com/iiif/d092af6b2a18326d17531ecf484ef056d51f76e4ddca5d59ce279ffff1be5eef
4Q171,600,13,recto,Full Spectrum Color-Recto,Allegro 1968. DJD 5: 42-50.,$,a1c7c87affaf4122b038ebcab92e33d79077b79b550ad40508f6d15e7362fe35,https://iaa.iiifhosting.com/iiif/a1c7c87affaf4122b038ebcab92e33d79077b79b550ad40508f6d15e7362fe35
4Q171,600,13,recto,Near Infra-Red (NIR) -Recto,Allegro 1968. DJD 5: 42-50.,$,7eac0d1613687328eb4a8be51fff265eb9108deae862fa3f7ae2858db3c47046,https://iaa.iiifhosting.com/iiif/7eac0d1613687328eb4a8be51fff265eb9108deae862fa3f7ae2858db3c47046
4Q171,600,13,verso,Full Spectrum Color-Verso,Allegro 1968. DJD 5: 42-50.,$,dfd7f1fc0bbeff39da5f1a60521258b2bd2e541a5b0bbe8ae8b60d54f5c57955,https://iaa.iiifhosting.com/iiif/dfd7f1fc0bbeff39da5f1a60521258b2bd2e541a5b0bbe8ae8b60d54f5c57955
4Q171,600,13,verso,Near Infra-Red (NIR) -Verso,Allegro 1968. DJD 5: 42-50.,$,3808a868849a1e16a2a34d99dad245252b48a8ab4d74d93ebc3e3d59680cd3b1,https://iaa.iiifhosting.com/iiif/3808a868849a1e16a2a34d99dad245252b48a8ab4d74d93ebc3e3d59680cd3b1
4Q171,600,3,recto,Full Spectrum Color-Recto,Allegro 1968. DJD 5: 42-50.,$,f089ce909fa1aeff45cbe6ae0d76496dc3dadd2b82d051746e16730506fcca9b,https://iaa.iiifhosting.com/iiif/f089ce909fa1aeff45cbe6ae0d76496dc3dadd2b82d051746e16730506fcca9b
4Q171,600,3,recto,Near Infra-Red (NIR) -Recto,Allegro 1968. DJD 5: 42-50.,$,4b7b0ce65087cbc09d12cc8044aba287fd7df03a06a4d1bd5524b9905101179f,https://iaa.iiifhosting.com/iiif/4b7b0ce65087cbc09d12cc8044aba287fd7df03a06a4d1bd5524b9905101179f
4Q171,600,3,verso,Full Spectrum Color-Verso,Allegro 1968. DJD 5: 42-50.,$,aa157560a4ea314ab5057b0828418d3bd3975be1dd33512e44a7ed818fe2e293,https://iaa.iiifhosting.com/iiif/aa157560a4ea314ab5057b0828418d3bd3975be1dd33512e44a7ed818fe2e293
4Q171,600,3,verso,Near Infra-Red (NIR) -Verso,Allegro 1968. DJD 5: 42-50.,$,3540d83b5bce3a8b5bd0eca2312f5c9be6e646983bcfc9056ce90e2449fa845e,https://iaa.iiifhosting.com/iiif/3540d83b5bce3a8b5bd0eca2312f5c9be6e646983bcfc9056ce90e2449fa845e
4Q171,600/1,1,recto,Full Spectrum Color-Recto,Allegro 1968. DJD 5: 42-50.,DJD5 pl.XVI-XVII:3+4+5,7054f55edec95792af8c39f53a174d1100ce145a1602f33cfd3dce7ed21e71a3,https://iaa.iiifhosting.com/iiif/7054f55edec95792af8c39f53a174d1100ce145a1602f33cfd3dce7ed21e71a3
4Q171,600/1,1,recto,Full Spectrum Color-Recto,Allegro 1968. DJD 5: 42-50.,DJD5 pl.XVI-XVII:3+4+5,75c074d0bac44f6df3c55cc8b3a0692f8b18795e3bafe7aa1111d2d1178a5234,https://iaa.iiifhosting.com/iiif/75c074d0bac44f6df3c55cc8b3a0692f8b18795e3bafe7aa1111d2d1178a5234
4Q171,600/1,1,recto,Full Spectrum Color-Recto,Allegro 1968. DJD 5: 42-50.,DJD5 pl.XVI-XVII:3+4+5,bc20de757464452f7e32554aa1f14dcb4e04afd9476a52f5ae6e3cd73bd2743a,https://iaa.iiifhosting.com/iiif/bc20de757464452f7e32554aa1f14dcb4e04afd9476a52f5ae6e3cd73bd2743a
4Q171,600/1,1,recto,Full Spectrum Color-Recto,Allegro 1968. DJD 5: 42-50.,DJD5 pl.XVI-XVII:3+4+5,df7e13807e941cb15723c7a9ac4e58b27a12294bc2b25113fbe7c7e5b049afa6,https://iaa.iiifhosting.com/iiif/df7e13807e941cb15723c7a9ac4e58b27a12294bc2b25113fbe7c7e5b049afa6
4Q171,600/1,1,recto,Full Spectrum Color-Recto,Allegro 1968. DJD 5: 42-50.,DJD5 pl.XVI-XVII:3+4+5,e0d8ec7b7ea10ca4bce55f15207afbf7209d581979ac51f53d47dd91db2164d2,https://iaa.iiifhosting.com/iiif/e0d8ec7b7ea10ca4bce55f15207afbf7209d581979ac51f53d47dd91db2164d2
4Q171,600/1,1,recto,Near Infra-Red (NIR) -Recto,Allegro 1968. DJD 5: 42-50.,DJD5 pl.XVI-XVII:3+4+5,2b6738a77b9d182ad8db26d12eebf2451aed1b64715da83384ba673f114eb9a7,https://iaa.iiifhosting.com/iiif/2b6738a77b9d182ad8db26d12eebf2451aed1b64715da83384ba673f114eb9a7
4Q171,600/1,1,recto,Near Infra-Red (NIR) -Recto,Allegro 1968. DJD 5: 42-50.,DJD5 pl.XVI-XVII:3+4+5,7dce0f76f9e9b62c0cfc046d619e30a91fafa1b6327a632884c4add39550f846,https://iaa.iiifhosting.com/iiif/7dce0f76f9e9b62c0cfc046d619e30a91fafa1b6327a632884c4add39550f846
4Q171,600/1,1,recto,Near Infra-Red (NIR) -Recto,Allegro 1968. DJD 5: 42-50.,DJD5 pl.XVI-XVII:3+4+5,a339656ac81ef8bff2e8bdce8a5928354edfdc5f44d63ed7132fd348d7a46de4,https://iaa.iiifhosting.com/iiif/a339656ac81ef8bff2e8bdce8a5928354edfdc5f44d63ed7132fd348d7a46de4
4Q171,600/1,1,recto,Near Infra-Red (NIR) -Recto,Allegro 1968. DJD 5: 42-50.,DJD5 pl.XVI-XVII:3+4+5,bf9dabf7487b225e1f08dda8714b6cddbffec4a0a0efcff0617c52c733ff30e7,https://iaa.iiifhosting.com/iiif/bf9dabf7487b225e1f08dda8714b6cddbffec4a0a0efcff0617c52c733ff30e7
4Q171,600/1,1,recto,Near Infra-Red (NIR) -Recto,Allegro 1968. DJD 5: 42-50.,DJD5 pl.XVI-XVII:3+4+5,d1b78009a4c9c2a07ce474daadcdb008126f76a410995eb3eb44a5c23a9e6b81,https://iaa.iiifhosting.com/iiif/d1b78009a4c9c2a07ce474daadcdb008126f76a410995eb3eb44a5c23a9e6b81
4Q171,600/1,1,verso,Full Spectrum Color-Verso,Allegro 1968. DJD 5: 42-50.,DJD5 pl.XVI-XVII:3+4+5,2d3d9c7afc7a8b7d3ee3355201295c634ded40addd69ea4861ae6b3ae2c8fef7,https://iaa.iiifhosting.com/iiif/2d3d9c7afc7a8b7d3ee3355201295c634ded40addd69ea4861ae6b3ae2c8fef7
4Q171,600/1,1,verso,Full Spectrum Color-Verso,Allegro 1968. DJD 5: 42-50.,DJD5 pl.XVI-XVII:3+4+5,2fb8023c4fa2ee9a02d61ec9cfea10bea2d13bacfcbf10b1d019df26bfa821be,https://iaa.iiifhosting.com/iiif/2fb8023c4fa2ee9a02d61ec9cfea10bea2d13bacfcbf10b1d019df26bfa821be
4Q171,600/1,1,verso,Full Spectrum Color-Verso,Allegro 1968. DJD 5: 42-50.,DJD5 pl.XVI-XVII:3+4+5,8ad8e34ec7aaf9fbdf1c2a8b9216d9c54c27e3fd9432f7700afb625dba2a0aba,https://iaa.iiifhosting.com/iiif/8ad8e34ec7aaf9fbdf1c2a8b9216d9c54c27e3fd9432f7700afb625dba2a0aba
4Q171,600/1,1,verso,Full Spectrum Color-Verso,Allegro 1968. DJD 5: 42-50.,DJD5 pl.XVI-XVII:3+4+5,96a2490612f9b1c5e278c6e942a0b17bb518a1dc49940fd1f38a7c486c957726,https://iaa.iiifhosting.com/iiif/96a2490612f9b1c5e278c6e942a0b17bb518a1dc49940fd1f38a7c486c957726
4Q171,600/1,1,verso,Full Spectrum Color-Verso,Allegro 1968. DJD 5: 42-50.,DJD5 pl.XVI-XVII:3+4+5,a2a5e2f93c2f6ed9effcbd8a7e8b0773013a444814a53d929dda35ae23a2a716,https://iaa.iiifhosting.com/iiif/a2a5e2f93c2f6ed9effcbd8a7e8b0773013a444814a53d929dda35ae23a2a716
4Q171,600/1,1,verso,Near Infra-Red (NIR) -Verso,Allegro 1968. DJD 5: 42-50.,DJD5 pl.XVI-XVII:3+4+5,5aacc989e2c4ae844e82ebb29b17de599de04c404bd3b87e20859c7abe2bd70e,https://iaa.iiifhosting.com/iiif/5aacc989e2c4ae844e82ebb29b17de599de04c404bd3b87e20859c7abe2bd70e
4Q171,600/1,1,verso,Near Infra-Red (NIR) -Verso,Allegro 1968. DJD 5: 42-50.,DJD5 pl.XVI-XVII:3+4+5,85d80989d4c9026ffb4d6b57df2183c6ad54d2caef888da57b7e6dc45e1ed420,https://iaa.iiifhosting.com/iiif/85d80989d4c9026ffb4d6b57df2183c6ad54d2caef888da57b7e6dc45e1ed420
4Q171,600/1,1,verso,Near Infra-Red (NIR) -Verso,Allegro 1968. DJD 5: 42-50.,DJD5 pl.XVI-XVII:3+4+5,c5115a1f92c631dbad845b5d4e687f609528697d4fe012549f38545ab57b06f4,https://iaa.iiifhosting.com/iiif/c5115a1f92c631dbad845b5d4e687f609528697d4fe012549f38545ab57b06f4
4Q171,600/1,1,verso,Near Infra-Red (NIR) -Verso,Allegro 1968. DJD 5: 42-50.,DJD5 pl.XVI-XVII:3+4+5,e80cd5a97733f9de2c133d5e238d82f4c970597e89df0c9af5594894b91e4645,https://iaa.iiifhosting.com/iiif/e80cd5a97733f9de2c133d5e238d82f4c970597e89df0c9af5594894b91e4645
4Q171,600/1,1,verso,Near Infra-Red (NIR) -Verso,Allegro 1968. DJD 5: 42-50.,DJD5 pl.XVI-XVII:3+4+5,f21aaf624b585c01e7aa1cf32aa6fb87cbe4a4518964d0e18b69917c15a9acc4,https://iaa.iiifhosting.com/iiif/f21aaf624b585c01e7aa1cf32aa6fb87cbe4a4518964d0e18b69917c15a9acc4
4Q171,600/1,2,recto,Full Spectrum Color-Recto,Allegro 1968. DJD 5: 42-50.,DJD5 pl.XVII:8,5ffe16a13747a44629ccbe3557de3181c3b0024eba5ba8c7b6954a17d9dc9f84,https://iaa.iiifhosting.com/iiif/5ffe16a13747a44629ccbe3557de3181c3b0024eba5ba8c7b6954a17d9dc9f84
4Q171,600/1,2,recto,Near Infra-Red (NIR) -Recto,Allegro 1968. DJD 5: 42-50.,DJD5 pl.XVII:8,9fdd698e11070410bf8a6b25d22237e99b903463e6d03cb0562ce72052ccbb83,https://iaa.iiifhosting.com/iiif/9fdd698e11070410bf8a6b25d22237e99b903463e6d03cb0562ce72052ccbb83
4Q171,600/1,2,verso,Full Spectrum Color-Verso,Allegro 1968. DJD 5: 42-50.,DJD5 pl.XVII:8,2cc46c5f051b1065be40f81f267fe4a3507668c58ce4aa05d97e54efcfb6b248,https://iaa.iiifhosting.com/iiif/2cc46c5f051b1065be40f81f267fe4a3507668c58ce4aa05d97e54efcfb6b248
4Q171,600/1,2,verso,Near Infra-Red (NIR) -Verso,Allegro 1968. DJD 5: 42-50.,DJD5 pl.XVII:8,f981a3f3b9f8aca4c528318035b9673b334d8e95f2aa0a82c5a3c88253f3a2fc,https://iaa.iiifhosting.com/iiif/f981a3f3b9f8aca4c528318035b9673b334d8e95f2aa0a82c5a3c88253f3a2fc
4Q171,600/1,3,recto,Full Spectrum Color-Recto,Allegro 1968. DJD 5: 42-50.,DJD5 pl.XVII:7,6953a9567620d2a04d9ff36dff854bb17e9045f76cb3bac0c17ddeeb910bf97f,https://iaa.iiifhosting.com/iiif/6953a9567620d2a04d9ff36dff854bb17e9045f76cb3bac0c17ddeeb910bf97f
4Q171,600/1,3,recto,Near Infra-Red (NIR) -Recto,Allegro 1968. DJD 5: 42-50.,DJD5 pl.XVII:7,8bc8ada3fa03f7a55d620f363e40868b176f46c0414a4e4c1b6e81b827a614e3,https://iaa.iiifhosting.com/iiif/8bc8ada3fa03f7a55d620f363e40868b176f46c0414a4e4c1b6e81b827a614e3
4Q171,600/1,3,verso,Full Spectrum Color-Verso,Allegro 1968. DJD 5: 42-50.,DJD5 pl.XVII:7,306813b4e574a85ed3452ac0723e78740868d15f049c532d3c7941740e73604e,https://iaa.iiifhosting.com/iiif/306813b4e574a85ed3452ac0723e78740868d15f049c532d3c7941740e73604e
4Q171,600/1,3,verso,Near Infra-Red (NIR) -Verso,Allegro 1968. DJD 5: 42-50.,DJD5 pl.XVII:7,8a4f4b02279c95e6edb7c49e67b1aeeaf16e516b94066e9f7c60d9daecc69878,https://iaa.iiifhosting.com/iiif/8a4f4b02279c95e6edb7c49e67b1aeeaf16e516b94066e9f7c60d9daecc69878
4Q171,600/1,4,recto,Full Spectrum Color-Recto,Allegro 1968. DJD 5: 42-50.,DJD5 pl.XVII:6,59bdaaf4056b082c5b6db8d4c845263f9841c4ea787da5bf8f2f3ac2af226774,https://iaa.iiifhosting.com/iiif/59bdaaf4056b082c5b6db8d4c845263f9841c4ea787da5bf8f2f3ac2af226774
4Q171,600/1,4,recto,Near Infra-Red (NIR) -Recto,Allegro 1968. DJD 5: 42-50.,DJD5 pl.XVII:6,566d506ca02d1ce81e7c7e4bcf76c3ab549a56c3d89c70be854609da2df7ab5a,https://iaa.iiifhosting.com/iiif/566d506ca02d1ce81e7c7e4bcf76c3ab549a56c3d89c70be854609da2df7ab5a
4Q171,600/1,4,verso,Full Spectrum Color-Verso,Allegro 1968. DJD 5: 42-50.,DJD5 pl.XVII:6,491a4152e86bd42509d0f1a06093c8f6aa35e2fb3f38eca3b49d50e761aa1580,https://iaa.iiifhosting.com/iiif/491a4152e86bd42509d0f1a06093c8f6aa35e2fb3f38eca3b49d50e761aa1580
4Q171,600/1,4,verso,Near Infra-Red (NIR) -Verso,Allegro 1968. DJD 5: 42-50.,DJD5 pl.XVII:6,c41e944cacfa8bbe32ab3068e6525231f89528f49122043b11a500e3396723ff,https://iaa.iiifhosting.com/iiif/c41e944cacfa8bbe32ab3068e6525231f89528f49122043b11a500e3396723ff
4Q171,600/1,5,recto,Full Spectrum Color-Recto,Allegro 1968. DJD 5: 42-50.,DJD5 pl.XVII:10,c6c27fec488a74a5223eacd02b0235433aef4b3d48bf572044c1c63f3bc2bf85,https://iaa.iiifhosting.com/iiif/c6c27fec488a74a5223eacd02b0235433aef4b3d48bf572044c1c63f3bc2bf85
4Q171,600/1,5,recto,Near Infra-Red (NIR) -Recto,Allegro 1968. DJD 5: 42-50.,DJD5 pl.XVII:10,4a35d426e4fd49302294d0e24d549a7e05e9125b670e91f9f94aa62a78de7697,https://iaa.iiifhosting.com/iiif/4a35d426e4fd49302294d0e24d549a7e05e9125b670e91f9f94aa62a78de7697
4Q171,600/1,5,verso,Full Spectrum Color-Verso,Allegro 1968. DJD 5: 42-50.,DJD5 pl.XVII:10,e5188e3423278fd32d2509d72de8ed55fd85b9c1920866f89ea868decc2166e7,https://iaa.iiifhosting.com/iiif/e5188e3423278fd32d2509d72de8ed55fd85b9c1920866f89ea868decc2166e7
4Q171,600/1,5,verso,Near Infra-Red (NIR) -Verso,Allegro 1968. DJD 5: 42-50.,DJD5 pl.XVII:10,941ed9a77fb4f36782d06507f1428eb22ba27a476bf27f2bfa45fbff94274b31,https://iaa.iiifhosting.com/iiif/941ed9a77fb4f36782d06507f1428eb22ba27a476bf27f2bfa45fbff94274b31
4Q171,600/1,6,recto,Full Spectrum Color-Recto,Allegro 1968. DJD 5: 42-50.,DJD5 pl.XVII:9,2f1d94632436d95056be06faa808739153a8b15f29aa2cfd66508d79b9866d6,https://iaa.iiifhosting.com/iiif/2f1d94632436d95056be06faa808739153a8b15f29aa2cfd66508d79b9866d6
4Q171,600/1,6,recto,Near Infra-Red (NIR) -Recto,Allegro 1968. DJD 5: 42-50.,DJD5 pl.XVII:9,aa1b6fd8c02e95a6dc9b2e348a0da58a91b5e55b6fbb7f1fe27d444139a396e6,https://iaa.iiifhosting.com/iiif/aa1b6fd8c02e95a6dc9b2e348a0da58a91b5e55b6fbb7f1fe27d444139a396e6
4Q171,600/1,6,verso,Full Spectrum Color-Verso,Allegro 1968. DJD 5: 42-50.,DJD5 pl.XVII:9,a2e4798e174b4b7ab1389853febe32166cc960f3c8e3f4c1bde5f05033997807,https://iaa.iiifhosting.com/iiif/a2e4798e174b4b7ab1389853febe32166cc960f3c8e3f4c1bde5f05033997807
4Q171,600/1,6,verso,Near Infra-Red (NIR) -Verso,Allegro 1968. DJD 5: 42-50.,DJD5 pl.XVII:9,c350008fdb3427ca7fce877d4e24fac008407667ab37861b3ed71dda397cf0a6,https://iaa.iiifhosting.com/iiif/c350008fdb3427ca7fce877d4e24fac008407667ab37861b3ed71dda397cf0a6
4Q171,672,1,recto,Full Spectrum Color-Recto,Allegro 1968. DJD 5: 42-50.,$,423bb1e6d573eeede02f5ccf0c12c54aed9c1eada6a5ac63719ca3a741530f5b,https://iaa.iiifhosting.com/iiif/423bb1e6d573eeede02f5ccf0c12c54aed9c1eada6a5ac63719ca3a741530f5b
4Q171,672,1,recto,Full Spectrum Color-Recto,Allegro 1968. DJD 5: 42-50.,$,8230e4e1c447d2860979617604105f1447ca7732b0be219d959990b015eeae0c,https://iaa.iiifhosting.com/iiif/8230e4e1c447d2860979617604105f1447ca7732b0be219d959990b015eeae0c
4Q171,672,1,recto,Full Spectrum Color-Recto,Allegro 1968. DJD 5: 42-50.,$,b603473422d6183b4f640410224e19acaa62b322400874e922d9ec1d784d281,https://iaa.iiifhosting.com/iiif/b603473422d6183b4f640410224e19acaa62b322400874e922d9ec1d784d281
4Q171,672,1,recto,Full Spectrum Color-Recto,Allegro 1968. DJD 5: 42-50.,$,b63be30b9792f9f6c9775e37409dc1e0974418f301f72990d8e52b506e41e792,https://iaa.iiifhosting.com/iiif/b63be30b9792f9f6c9775e37409dc1e0974418f301f72990d8e52b506e41e792
4Q171,672,1,recto,Full Spectrum Color-Recto,Allegro 1968. DJD 5: 42-50.,$,f913e3f3e7eeb51849845549be3c949effb5546013202ece526dfd1f6f8f0df5,https://iaa.iiifhosting.com/iiif/f913e3f3e7eeb51849845549be3c949effb5546013202ece526dfd1f6f8f0df5
4Q171,672,1,recto,Near Infra-Red (NIR) -Recto,Allegro 1968. DJD 5: 42-50.,$,1180a75fe0f3e8ca4cc792893d32548874c85fc98b7c916de8258f5f3cd8cf37,https://iaa.iiifhosting.com/iiif/1180a75fe0f3e8ca4cc792893d32548874c85fc98b7c916de8258f5f3cd8cf37
4Q171,672,1,recto,Near Infra-Red (NIR) -Recto,Allegro 1968. DJD 5: 42-50.,$,357f894c45bf6887e93566ce59063c8170bd745d72b507a7b04964ab92fc6652,https://iaa.iiifhosting.com/iiif/357f894c45bf6887e93566ce59063c8170bd745d72b507a7b04964ab92fc6652
4Q171,672,1,recto,Near Infra-Red (NIR) -Recto,Allegro 1968. DJD 5: 42-50.,$,a6fe6fedba3874a2c7e4c0d91496a0965dc61524443fd1a3e3ecd2a379eae773,https://iaa.iiifhosting.com/iiif/a6fe6fedba3874a2c7e4c0d91496a0965dc61524443fd1a3e3ecd2a379eae773
4Q171,672,1,recto,Near Infra-Red (NIR) -Recto,Allegro 1968. DJD 5: 42-50.,$,dde468d17114f7b0cbaf337eb3193006e31556c1538a3609724cf36711af3118,https://iaa.iiifhosting.com/iiif/dde468d17114f7b0cbaf337eb3193006e31556c1538a3609724cf36711af3118
4Q171,672,1,recto,Near Infra-Red (NIR) -Recto,Allegro 1968. DJD 5: 42-50.,$,e84a8260ad91cf6388044f30bc7ec50c154e133166ad1285f33ea8c2a4d7ddb1,https://iaa.iiifhosting.com/iiif/e84a8260ad91cf6388044f30bc7ec50c154e133166ad1285f33ea8c2a4d7ddb1
4Q171,672,1,verso,Full Spectrum Color-Verso,Allegro 1968. DJD 5: 42-50.,$,285e87b5b4018d32c0eacf30904327d94bdf0fd00b6633311ee8d7ca192b8a36,https://iaa.iiifhosting.com/iiif/285e87b5b4018d32c0eacf30904327d94bdf0fd00b6633311ee8d7ca192b8a36
4Q171,672,1,verso,Full Spectrum Color-Verso,Allegro 1968. DJD 5: 42-50.,$,a21f95e62f6a96df825afa71cd14f9848cb212263a1ca4f5a0d3175bfbef89e5,https://iaa.iiifhosting.com/iiif/a21f95e62f6a96df825afa71cd14f9848cb212263a1ca4f5a0d3175bfbef89e5
4Q171,672,1,verso,Full Spectrum Color-Verso,Allegro 1968. DJD 5: 42-50.,$,d5ac656abcc83a8000406b31bd6fee2b1f8d7c626022798501054b3b481c19ec,https://iaa.iiifhosting.com/iiif/d5ac656abcc83a8000406b31bd6fee2b1f8d7c626022798501054b3b481c19ec
4Q171,672,1,verso,Full Spectrum Color-Verso,Allegro 1968. DJD 5: 42-50.,$,eb85aa4dc392bf8f569c91360ebca6a479dd971909dcac24dbeef60797db8162,https://iaa.iiifhosting.com/iiif/eb85aa4dc392bf8f569c91360ebca6a479dd971909dcac24dbeef60797db8162
4Q171,672,1,verso,Near Infra-Red (NIR) -Verso,Allegro 1968. DJD 5: 42-50.,$,4d0401ba5568ffa86f2a8fbf05d4df74aedae508b5c10a416cb0ce7044f628b4,https://iaa.iiifhosting.com/iiif/4d0401ba5568ffa86f2a8fbf05d4df74aedae508b5c10a416cb0ce7044f628b4
4Q171,672,1,verso,Near Infra-Red (NIR) -Verso,Allegro 1968. DJD 5: 42-50.,$,b33c6328e7316eff4d5b3071ee7b775f36f37ce607de624990945ba95213dc4a,https://iaa.iiifhosting.com/iiif/b33c6328e7316eff4d5b3071ee7b775f36f37ce607de624990945ba95213dc4a
4Q171,672,1,verso,Near Infra-Red (NIR) -Verso,Allegro 1968. DJD 5: 42-50.,$,ddfe23bb4f5d45a2bb2ddbed4b8775fd52ff1e28551ce65d8f306a422510cb6b,https://iaa.iiifhosting.com/iiif/ddfe23bb4f5d45a2bb2ddbed4b8775fd52ff1e28551ce65d8f306a422510cb6b
4Q171,672,1,verso,Near Infra-Red (NIR) -Verso,Allegro 1968. DJD 5: 42-50.,$,f6eb459421b9d1c4c2202fe3868292c5a54eee75ccca8bd143b9ec21291f1f93,https://iaa.iiifhosting.com/iiif/f6eb459421b9d1c4c2202fe3868292c5a54eee75ccca8bd143b9ec21291f1f93
4Q171,672,2,recto,Full Spectrum Color-Recto,Allegro 1968. DJD 5: 42-50.,$,6732a9ee7d69ec87d14bbf7547b3fd1a30fdf62091bc0b8bdc1640c7ad324ab9,https://iaa.iiifhosting.com/iiif/6732a9ee7d69ec87d14bbf7547b3fd1a30fdf62091bc0b8bdc1640c7ad324ab9
4Q171,672,2,recto,Near Infra-Red (NIR) -Recto,Allegro 1968. DJD 5: 42-50.,$,118088443483b823646f2af48c796d5450071f5592ae0abf8240ebd6ee7a43ad,https://iaa.iiifhosting.com/iiif/118088443483b823646f2af48c796d5450071f5592ae0abf8240ebd6ee7a43ad
4Q171,672,2,verso,Full Spectrum Color-Verso,Allegro 1968. DJD 5: 42-50.,$,7d869fb994ad4381ea77ec8ed7afc902f5b171f82bb97f7a02a9ba29171adb75,https://iaa.iiifhosting.com/iiif/7d869fb994ad4381ea77ec8ed7afc902f5b171f82bb97f7a02a9ba29171adb75
4Q171,672,2,verso,Near Infra-Red (NIR) -Verso,Allegro 1968. DJD 5: 42-50.,$,486d4984c5d02c41a970f553715d2300f2e442afce237b6db8fe5bd1356b56e5,https://iaa.iiifhosting.com/iiif/486d4984c5d02c41a970f553715d2300f2e442afce237b6db8fe5bd1356b56e5
4Q201,904,1,recto,Full Spectrum Color-Recto,"Milik 1976. BE : 139-163, 340-343.
Stuckenbruck 2000. DJD 36: 3-7.",BE pl.I:1a (upper),46fc4b92af742290b8afe701b982f34c5f207f82d612f3054d7b3d645cb1a78f,https://iaa.iiifhosting.com/iiif/46fc4b92af742290b8afe701b982f34c5f207f82d612f3054d7b3d645cb1a78f
4Q201,904,1,verso,Full Spectrum Color-Verso,"Milik 1976. BE : 139-163, 340-343.
Stuckenbruck 2000. DJD 36: 3-7.",BE pl.I:1a (upper),57d833016d95624136f3dab4f7baba86ff02f04a685ec75e3f65fcfcc7c362e1,https://iaa.iiifhosting.com/iiif/57d833016d95624136f3dab4f7baba86ff02f04a685ec75e3f65fcfcc7c362e1
4Q201,904,10,recto,Full Spectrum Color-Recto,"Milik 1976. BE : 139-163, 340-343.
Stuckenbruck 2000. DJD 36: 3-7.",BE pl.V:1o,c9155f8177554b8fae957d13a6ddc4f9543265e1bb75b0ba4a5b1a7530776a02,https://iaa.iiifhosting.com/iiif/c9155f8177554b8fae957d13a6ddc4f9543265e1bb75b0ba4a5b1a7530776a02
4Q201,904,10,verso,Full Spectrum Color-Verso,"Milik 1976. BE : 139-163, 340-343.
Stuckenbruck 2000. DJD 36: 3-7.",BE pl.V:1o,db8302620a489ee93c4c23a20f2f3ac2c2497375f01d7a6f923129e22779e90a,https://iaa.iiifhosting.com/iiif/db8302620a489ee93c4c23a20f2f3ac2c2497375f01d7a6f923129e22779e90a
4Q201,904,11,recto,Full Spectrum Color-Recto,"Milik 1976. BE : 139-163, 340-343.
Stuckenbruck 2000. DJD 36: 3-7.",BE pl.V:1n,7eeeec52e49c74795ca3461b7df42d336785a63fa4e5b6c22344a3907c679da8,https://iaa.iiifhosting.com/iiif/7eeeec52e49c74795ca3461b7df42d336785a63fa4e5b6c22344a3907c679da8
4Q201,904,11,verso,Full Spectrum Color-Verso,"Milik 1976. BE : 139-163, 340-343.
Stuckenbruck 2000. DJD 36: 3-7.",BE pl.V:1n,dddee522e6d2c0c15650bde4d21cd7937311b1d14503cc90abed42525ddb856e,https://iaa.iiifhosting.com/iiif/dddee522e6d2c0c15650bde4d21cd7937311b1d14503cc90abed42525ddb856e
4Q201,904,12,recto,Full Spectrum Color-Recto,"Milik 1976. BE : 139-163, 340-343.
Stuckenbruck 2000. DJD 36: 3-7.",BE pl.IV:1k,a0db7406b2e291995c36dd5c303175b8574c07e95af8215e5157e045e30bf44d,https://iaa.iiifhosting.com/iiif/a0db7406b2e291995c36dd5c303175b8574c07e95af8215e5157e045e30bf44d
4Q201,904,12,verso,Full Spectrum Color-Verso,"Milik 1976. BE : 139-163, 340-343.
Stuckenbruck 2000. DJD 36: 3-7.",BE pl.IV:1k,87dcf03c6ae40d6b2851da098d65f7979f01c5a4c5a244ad2b01b09af3b3133b,https://iaa.iiifhosting.com/iiif/87dcf03c6ae40d6b2851da098d65f7979f01c5a4c5a244ad2b01b09af3b3133b
